sample_id,review_text,annotator_1_label,annotator_2_label,adjudicated_label,notes
SA-179,"Môi trường thoải mái . Môi trường thỏa mái, đồng nghiệp vui vẻ, đoàn kết
Lý do hợp lý thì đều được duyệt OT đầy đủ, có OT cả khi golive sản phẩm. Lương OT theo quy định pháp luật, trả vào tháng tiếp theo . Tăng lương linh hoạt hơn, hỗ trợ thêm chi phí đào tạo các chứng chỉ",,,,
SA-180,"Hợp cho các bạn trẻ . - Văn phòng đẹp
- Môi trường hợp cho các bạn năng động và bạn trẻ.
- Lương thấp hơn mặt bằng chung
- Nhiều dự án cần lộ trình rõ ràng . - Lương thấp hơn mặt bằng chung
- Nhiều dự án cần lộ trình rõ ràng",,,,
SA-181,"Great company overall . Supportive and understanding manager
Friendly and approachable colleagues
Clear and generous benefit policies
Rarely have to work overtime. Occasionally, there’s a bit of extra work during releases but it’s not often . Hope the company will organize a teambuilding trip soon",,,,
SA-182,"Công ty như viện dưỡng lão . Được cấp laptop trong mùa dịch, thời gian thoải mái, sếp dễ tính
Không có OT, nếu có OT thì lương OK. Được nghỉ t7 cn . Lúc không có dự án nhân viên được ngồi chơi, không có gái đẹp",,,,
SA-183,"Hệ thống tổ chức cồng kềnh . Đồng nghiệp thân thiện, môi trường làm việc chuyên nghiệp. . Hệ thống tổ chức cồng kềnh, working process chưa chuyên nghiệp.",,,,
SA-184,"Internship - Great office space . - Own building block with parking lot;
- Good training courses for fresher;
- I pick this because I cannot unpick;
- It's just so so for me; . - No salary;
- I just feel dissatisfaction and no recognition after the internship.
OT không lương",,,,
SA-185,"Môi trường thoải mái nhưng OT nhiều . Môi trường thân thiện, thoải mái. Cơ hội onsite nhiều. Nhiều dự án nên có cơ hội học hỏi nhiều, thích hợp với các bạn mới ra trường cần tích lũy kinh nghiệm. Có các lớp training buổi tối . Có những dự án phải OT nhiều, mức lương trung bình. Các khoảng phụ cấp không nhiều.",,,,
SA-186,"Môi trường khá ổn, benefit khá cạnh tranh, có thể làm lâu dài . Công ty cấp laptop
Thử việc full lương và có BHXH
Văn phòng đẹp
Môi trường lành tính và có văn hóa riêng
Công ty có chính sách và hệ thống để quản lý việc OT rõ ràng . Quy trình tuyển dụng chưa chuyên nghiệp, còn khá dài và phức tạp
Ngoài ra, nên có thêm các hoạt động kết nối nhân viên với nhau do còn khá ít hoạt động nên sẽ hơi nhàm chán",,,,
SA-187,"Môi trường trẻ, thường xuyên khen thưởng nhưng hơi tự phát, cơ chế chưa rõ ràng . Sếp thoải mái, hầu như các DM đều phải tham gia đứng lớp đào tạo chuyên môn
Khu vực bàn làm việc cá nhân rộng rãi nhưng các chỗ sinh hoạt chung như pantry thì hơi chật
Mới xây thêm các phonebooth để meeting nên đỡ ảnh hưởng người khác hơn
Từng thắc mắc về lương OT nhưng được giải quyết luôn, không có ý kiến gì . Thang máy rất tắc, kể cả 9h15 đến vẫn phải chờ lâu
Nhà vệ sinh vào cuối ngày hơi bẩn",,,,
SA-188,"Chế độ phúc lợi khá ổn, lương OT nhiều . Công ty có xe đưa đón nhân viên rất tiện, chế độ phúc lợi khá tốt. Văn phòng đẹp, decor truyền cảm hứng . Lương thưởng cần cạnh tranh hơn để anh em yên tâm cống hiến",,,,
SA-189,"Môi trường làm việc năng động . Môi trường nhiều các bạn trẻ, năng động, sáng tạo.
OT khi thực sự cần thiết, không OT quá nhiều dẫn đến stress cho nhân viên. . Cần bám sát Career Track của c.ty đưa ra để mọi người được tăng level trong thời gian làm việc tại c.ty.",,,,
SA-190,"Lương thấp . Gần trung tâm, tiện lợi cho việc đi lại
Nhiều chi nhánh để lựa . OT quá nhiều, lương thấp, văn phòng chật chội
Quy trình làm việc lộn xộn,
OT không được trả lương, sếp bắt OT quá nhiều bất kể lý do",,,,
SA-191,"Trang thiết bị quá tệ. Engineering Manager không có tiếng nói. HR lộng hành . Văn phòng rộng. Đồng nghiệp vui tính, giúp đỡ lẫn nhau. Team Thuỵ Sĩ thoải mái, hoà đồng. Công nghệ ổn. Có cung cấp tài khoản Oreilly.com, Pluralsight. . Máy móc quá tệ cho 1 công ty product. Macbook thì mua đồ cũ từ 2016 2017 mà quảng cáo là mới đập hộp, xong còn bắt xài vòng đời 3 năm.
Phần mềm thì 99% là lậu.
Không có 1 benefit nào đáng ghi nhận, tất cả đều là nói miệng.
HR làm bà nội công ty, nhân viên xin nghỉ thì gọi vào chửi bới người ta, nhiều người xin nghỉ quá thì giờ trò meeting 1-1 hứa hẹn dụ dỗ. Chưa bao giờ thấy công ty IT nào mà để HR làm vậy, Engineering Manager như bù nhìn, sợ HR như sợ cọp.
hầu như không có OT. Nhưng khi có thì làm khó làm dễ, chỉ quy ra ngày nghỉ bù mà tính từng giờ từng phút.",,,,
SA-192,"Amazing (as an intern) . Sếp thân thiện.
Quản lý cũng rất tốt, nhiều kinh nghiệm.
Cách đào tạo thực tập sinh rất tốt.
Môi trường làm việc rộng rãi, thoải mái.
Ko yêu cầu nhiều về overtime, sếp hy vọng mọi người nên có những hoạt động thể thao xen lẫn và nên có những chuyến holidays để xã stress. . Bãi đỗ xe khá chật, dốc hơi cao.
Không có phòng gym.
Canteen hơi bé.",,,,
SA-193,"Điều kiện làm việc tốt, nhưng môi trường làm việc thì tùy vào team . Giờ giấc thoải mái, văn phòng ổn (trừ Etown 1).
HR dễ thương, tốt.
PM nhiệt tình.
Nơi khá tốt cho fresher apply vào để biết quy trình một công ty họat động ra sao, cơ cấu tổ chức team, mô hình phát triển phần mềm và cách tiến hành một project như thế nào. . Có thể là tùy vào team nhưng có thể do xui nên vào ngay team training on job rất chán, không có bất cứ tài liệu hướng dẫn nào, internal tool.
Do không may mắn nên phải làm chung với đồng nghiệp cà khịa. Không hợp (Đây là về mặt cảm quan)
tiền OT là từ customer. Thủ tục, quy trình raise OT rắc rối.",,,,
SA-194,"Lead và đồng nghiệp cư xử cọc cằn và không cởi mở với thực tập sinh . Có hỗ trợ cơm trưa
View cửa kiếng nhìn từ trên cao xuống.
HR hỗ trợ nhã nhặn
Mình nhớ là không có OT nhiều, vì lúc đó mình là thực tập sinh nên chưa làm nhiều task phức tạp. . Cách cư xử của lead, senior trong nhóm cần giữ thái độ bình tĩnh, kiên nhẫn, cởi mở, hòa nhã với đồng nghiệp (đặc biệt là internship, người mới vào,...)",,,,
SA-195,"Thứ bạn phải đánh đổi sẽ lớn hơn rất nhiều thứ bạn nhận được . - Văn phòng là villa hồ Tây: đẹp, yên tĩnh, không khí trong lành (nhưng xa trung tâm).
- Không phải lo về ăn uống vì công ty có đầu bếp riêng (nhưng xuống muộn là có thể không có gì ăn).
- Lương thưởng tốt (so với các công ty Việt Nam).
- Phù hợp với những bạn có khả năng tự học cao, và muốn tự mình làm mọi thứ (vì sẽ không có ai giúp bạn). . 1. Công ty: vì là công ty private nên chỉ có 1 người làm chủ (CEO), nên tầm nhìn của công ty sẽ bị giới hạn bởi tầm nhìn của CEO (hoặc COO).
2. Lãnh đạo và quản lý cấp cao (cả tech và business):
+ Không có trình độ cao: bạn sẽ không học hỏi được nhiều từ họ (và họ cũng sẽ không quan tâm đến việc đào tạo bạn).
+ Không quan tâm đến sản phẩm: hầu hết thời gian bạn sẽ không biết họ làm gì cho dự án, thậm chí là không biết họ có làm việc không.
+ Không quan tâm đến nhân viên: trong một dự án cụ thể, dù cho team có bao nhiêu thành viên, lãnh đạo cũng sẽ chỉ quan tâm đến người mà họ cho là lead dự án đó (trên danh nghĩa). Nên nếu bạn không làm việc nhiều với các sếp (và không dẻo mỏ), thì đừng mong chờ họ quan tâm đến bạn.
3. Sản phẩm:
+ Công nghệ cũ.
+ Chất lượng kém, nhiều lỗi.
+ Sản phẩm mới không có nhiều người dùng.
4. Đồng nghiệp:
+ Có tình trạng ma cũ bắt nạt ma mới. Có một số thành phần rất toxic: những người này do đã ở công ty lâu năm, dù không làm được gì nhiều nhưng lại được cất nhắc lên vị trí cao. Do trình độ kém (vì không làm việc nhiều) nên sẽ luôn tỏ ra trịch thượng để che dấu khuyết điểm, hãy cẩn thận khi làm việc với họ (vì rất có thể bạn sẽ bị đâm sau lưng nếu bạn làm được việc).
Phần lớn sẽ không phải OT. Tuỳ vị trí, tuỳ task, tuỳ thời điểm sẽ phải OT hoặc không. Sẽ không có tiền OT, nhưng có thể sẽ có bonus.",,,,
SA-196,"Môi trường làm việc cứng nhắc, sếp coi thường nhân viên . Vị trí văn phòng khá đẹp.
Học được mô hình CMMI, quy trình chặt chẽ nhưng có lẽ đã lỗi thời. . Máy tính PC chạy chậm, mạng yếu.
Sếp xem thường nhân viên. Mình làm ở nhánh EMB.
Mô hình develop vẫn dùng Waterfall, V-model. Ứng dụng Agile rất ít.
Giao tiếp English rất ít. Chủ yếu là qua email.
Làm việc với Nhật nên phải nhờ có thông dịch viên rất bất tiện.
Giao việc nhiều phải tự OT. Ngày nào team cũng làm hơn 8 tiếng nhưng được trả OT rất ít.",,,,
SA-197,"Môi trường không tốt, sếp không open mind . Văn phòng ok, có chỗ giữ xe, có xe đưa đón,ăn trưa khá sạch sẽ . Làm OT không được trả lương, quyền lợi không rõ ràng",,,,
SA-198,"Môi trường xịn . - Văn phòng đẹp, hơi chật.
- Vừa hợp nhất với Accenture nên vào sẽ đc cấp lap xịn.
- Cty multiculture tha hồ cho bạn luyện TA.
- Sếp thân thiện, cho nhiều task để học tập và hướng dẫn tận tình.
Chưa từng OT từ khi bắt đầu làm nên k ý kiến về vấn đề này . - Cần cải thiện các phúc lợi và chính sách cho Intern và Fresher.",,,,
SA-199,"Giờ giấc thoải mái . Giờ giấc thoải mái, thích ra vào lúc nào cũng được. Lương tạm ổn.
Công ti không có chế độ OT. Thông thường thì khối lượng công việc cũng không nhiều để phải OT, nhưng nếu OT thì không có lương. . Công việc không có nhiều tính thử thách lắm, khó cải thiện trình độ bản thân.",,,,
SA-200,"Chủ yếu phù hợp với các bạn trẻ mới ra trường . Phù hợp với người trẻ để học hỏi và tích lũy kinh nghiệm vì môi trường lớn với nhiều dự án. Phúc lợi cũng ok, mọi người vui vẻ, thân thiện . Quá nhiều ràng buộc, quy trình, lương không cao, có những dự án áp lực và OT nhiều.",,,,
SA-201,"Quy trình kém . May mắn teammate còn ok. Managers đổ lên thì thuaa. . Quy trình lằng nhằng phức tạp, phòng ban nhiều và không hiệu quả. IT policy công ty lâu năm mà tưởng mới lập 🤡 làm ảnh hưởng đến công việc nhiều.
Công ty outsourcing logwork rất khó nhưng cứ bày ra nhiều event mà không guide logwork.
OT chuyển thành ngày nghỉ. OT 4 tiếng buổi tối nghỉ 4 tiếng buổi sáng 🙃·",,,,
SA-202,"Làm nguyên 1 năm ko tăng 1 đồng xu lương . đồng nghiệp tuyệt vời, dễ thương, văn phòng xinh đẹp, gần nhà, đồ ăn vắt free
nơi bắt nguồn cho những ước mơ lớn trong cuộc đời của mình . Chế độ nhân viên về lương bổng, làm việc từ xa thay vì bắt buộc lên vp mỗi ngày",,,,
SA-203,"Môi trường ổn nhưng OT nhiều, thích hợp cho mấy bạn mới ra trường. . Không gian làm việc ổn.
Miền project rộng thích hợp cho mấy bạn mới ra trường kiếm kinh nghiệm. . Lương thấp hơn mặt bằng chung.
Mấy sếp toàn bánh vẽ
Thường bị bắt OT vào buổi tối và thứ 7, chủ nhật nhưng không được log OT.",,,,
SA-204,"Chế độ ổn định, thích hợp gắn bó lâu dài . Dự án khá hay, đáng trải nghiệm, công ty vị trí nằm ở trung tâm nên dễ di chuyển tuy nhiên chưa có bãi gửi xe riêng cho nhân viên nên ngày mưa hơi bất tiện
Hầu như không có OT và leader cũng khuyển khích không nên OT. . Thời gian làm việc nên linh hoạt hơn, nên có nhiều happy hour hơn",,,,
SA-205,"Phù hợp với Fresher . - môi trường thoải mái
- dễ chuyển dự án
- có cơ hội tiếp xúc nhiều công nghệ . - lương không cao
- trình độ nhân sự nói chung là thấp
- thăng tiến dựa nhiều vào quan hệ
Ot k đc trả đầy đủ
Nhiều dự án . OT triền miên . bao nhíu ky tu r nhi.",,,,
SA-206,"luong beo bot . moi thu deu thich, tru benefit, moi truong rat goodd
it ot . luong beo bot, tang luong cham
ot nhieu, tra it, ot ko co che do gi support",,,,
SA-207,"Tốt cho các bạn mới ra trường. . Nếu nói về outsourcing thì tốt nhất Việt Nam, trên cả Fsoft. . Nhiều quy trình không hữu ích, nặng về hình thức, tạo nên công việc vô ích. Chẳng hạn perfomance review.",,,,
SA-208,"Môi trường làm việc tốt . F Ville, F Ville 2, F Town... văn phòng làm việc, cơ sở vật chất rất tốt
Nhiều đồng nghiệp vui vẻ thân thiện
Z79 có nhiều teamlead trẻ, xông xáo và tài năng
Nhiều Tester, QA
Nhiều cơ hội học hỏi, thi chứng chỉ quốc tế . Quy trình làm việc đôi khi quá phức tạp mà chưa hiệu quả
Chế độ đãi ngộ dành cho các dev 1 dev 2 quá thấp
Có ngày nghỉ phép, nghỉ ốm mà bị ép xin nghỉ bằng nghỉ bù OT
OT không được nhận full lương mà phải quy ra ngày nghỉ bù OT. Sau đó nếu xin nghỉ phép thì sẽ không được mà phải nghỉ bù OT",,,,
SA-209,"Not a Good benefit . Nice training course
Nice colleagues
Good computer with 2 HD screens . Low salary (Salary increase every year is low) than other IT company in HCM
OT almost everyday
OT until 10 PM and almost everyday, Cross Dai Phuc tower and see the third floor always light up even it 10 PM.",,,,
SA-210,"Nab provides good gadgets to support me in my job. . Benefits and good Colleagues
International working environment
Clear policy and process.
Payment on time.
Accuracy calculation.
Quick supports. . There are a lot of changes in Nab that I have to adapt with, but sometimes the policy are not presented and even Manager cannot provide the reason for change.",,,,
SA-211,"Quy trình phỏng vấn rườm rà và thiếu chuyên nghiệp . Văn phòng đẹp
Phúc lợi đủ
Môi trưởng trẻ trung, năng động . Rút ngắn vòng pv lại, pv thì làm ơn đúng giờ và hỏi đúng trọng tâm. Trải nghiệm là bị ngồi đợi 20', cầm laptop chạy lung tung. Dù là pv tại nhà nhưng mong là HR cũng quản lý được thời gian pv và không gian pv chuyên nghiệp hơn.
Quy trình phỏng vấn rườm rà và thiếu chuyên nghiệp",,,,
SA-212,"Công việc ổn định, nhưng phải làm nhiều việc không theo lĩnh vực mình muốn, . Sự ổn định. Không lo thiếu việc để làm và không sợ thất nghiệp.
Đồng nghiệp vui vẻ, thân thiện
Phù hợp với những bạn nào tay nghề cứng rồi đi làm thích hợp. Mấy bạn mới ra trường nên chọn công ty nhỏ để tập trung vào công nghệ và hiểu được quy trình làm phần mềm hơn, không nên chọn Fsoft vì không có kỹ năng thì phải làm nhiều loại việc khác nhau nên sẽ khó build kỹ năng. . Văn phòng làm việc ồn: Nhiều team ngồi chung trong 1 khoang nên rất ồn, khó tập trung làm việc năng suất cao
Quá nhiều khóa học bắt buộc nhân viên phải học, nếu không học có thể bị trừ lương thưởng. Một số khóa học rất hay, bổ ích; số còn lại gây phiền toái rất lớn
Công ty thường đưa ra nhiều quy định gây phiền hà, bức xúc cho nhân viên. Chẳng hạn như bắt toàn bộ nhân viên cài myFPT, trả tiền hỗ trợ bằng gold (gold chỉ xài trên app Utop, không thể đổi thành cash nếu không đến kỳ công ty mở chức năng cash out)
Tiền lương hơi thấp. Lương thực nhận sẽ = lương cơ bản + thưởng dự án. Tiền thưởng dự án này công ty tính toán rất chi ly, công thức khó hiểu, cảm giác công ty rất tính toán với nhân viên.
Lúc trước khi vào nghe nói giờ giấc Fsoft khá thoải mái. Nhưng bây giờ khác rồi, chặt chẽ như nhà nước luôn, đi trễ bị trừ 20k, buổi sáng/chiều không ở trong khoang dưới 2h tính nghỉ nửa buổi.
Quá xa trung tâm thành phố nên khi OT rất khó khăn",,,,
SA-213,"Môi trường làm việc thân thiện và hòa đồng, dự án không có Technical Lead . Giờ giấc thoải mái, tự do sắp xếp công việc. Nhiều chính sách phúc lợi cho nhân viên.
Ít OT, khi OT sẽ được thanh toán đầy đủ theo chính sách công ty . Họp và báo cáo mất khá nhiều thời gian. Áp dụng mô hình Scrum nhưng chưa tối ưu",,,,
SA-214,"Môi trường tốt cho sinh viên tốt nghiệp, không thích hợp làm việc lâu dài . - Môi trường tốt để học tập cho sinh viên mới tốt nghiệp
- Dự án đa dạng nên dễ học nhiều ngôn ngữ lập trình mới . - Lương đầu vào và mức tăng trưởng thấp
- Công ty thu hút nhân lực vì phúc lợi tốt, nhưng trong vài năm gần đây liên tục cắt giảm phúc lợi khiến nhiều người ra đi
- Dự án thường phải OT nhiều, tiền thưởng và tiền OT không được tính rõ ràng",,,,
SA-215,"Được đi onsite nhiều, trải nghiệm nhiều lĩnh vực . Bên này nhiều campaign kết hợp, mình vào làm đi onsite suốt. Lĩnh vực nào cũng có, đâm ra làm xong mỗi campaign là bản thân cũng có network cho riêng mình
Nhiều cơ hội làm việc với các khách hàng lớn, chỉ cần mình chăm chỉ biết nắm bắt cơ hội
Campus đẹp, view ngon, đồ ăn không phải xuất sắc nhưng cái gì cũng có. Tiết kiệm thời gian tiền bạc
Mật độ OT cân bằng, dự án nào cần OT đều được PM báo trước. Lương OT ổn . Nhiều người kêu về OT, còn mình thì không phải OT nhiều nên miễn bình luận. Được cái lương lương thưởng dự án ngon, phúc lợi ổn. Trước mắt thì mình muốn làm việc lâu dài",,,,
SA-216,"Môi trường thoải mái nhưng lương thấp . Môi trường làm việc thoải mái. Có nhiều hoạt động teambuilding. Đồng nghiệp thân thiện, cởi mở . Lương thấp
Hay phải OT
Hay phải chuyển dự án
Sinh viên mới ra trường thường được giao các công việc đơn giản nên không học hỏi được nhiều
Hay phải OT do công việc thường dồn vào cuối sprint",,,,
SA-217,"Do not join if you want to improve . Friendly and helpful colleagues. The atmosphere in the past was very good.
Micromanagement, no benefit, no voice matter. You will be screenshots if upper level wants not because your performance good or not. . Nothing because it is already unable to be improved",,,,
SA-218,"Phù hợp người cần kinh nghiệm . Văn phòng đẹp thoải mái, sân đá banh, có nhà ăn uống, đồng nghiệp vui vẻ hòa đồng . Văn phòng xa trung tâm, estimation chưa chuẩn dẫn đến OT
Không có tiền OT, sếp ép deadline nên tự động OT để kịp",,,,
SA-219,"Có mặt tốt và xấu, ở mức trung bình so với bình quân các công ty IT . - Đồng nghiệp thân thiện, giúp đỡ nhiệt tình mà thật sự là điều dễ gặp ở các công ty.
- Làm nhiều sẽ học được nhiều.
- Văn hóa tự giác trong công việc là mặt tốt, nhưng không phải là tự giác một cách mù quán không mục tiêu.
- Recommend cho những bạn mới ra trường chưa biết gì ăn hành tốt. . - Lead quản lý member kém, chỉ tập trung vào những member lâu năm, thiếu chỉ dẫn người mới
- Công ty outsource, nhưng tầm nhìn chỉ giới hạn ở outsource không chỉ nhân viên mà tới ban giám đốc
- Laptop cũ bẩn hư nút, balo thì tự kiếm ở đống rác cty.
- Ghế cũ lòi đệm sắt, ngồi rất đau lưng và đau mông.
- Văn phòng nóng nhỏ kín hôi cộng thêm mùi thức ăn.
- Giám đốc nói đạo lý quá nhiều nhưng thực tế đợt dịch công ty sa thải nhân sự nhưng lấy cớ mù mờ làm việc không tốt để khỏi đền bù lương, sau này còn bắt ký thêm đơn xin thôi việc (mình cũng không cần mấy đồng bạc đó nên không thèm tranh cãi) :D
- Không recommend cho những người đã có kinh nghiệm làm việc ở những môi trường tốt.
- OT không lương nhưng phải biết tự giác OT, không thì khả năng bị sa thải cao.",,,,
SA-220,"Tốt cho fresher . - Giữ xe miễn phí, tập tạ miễn phí, ngủ qua đêm thoải mái, có chỗ tắm luôn.
- Hầu hết sếp mình gặp đều tốt.
- Học hỏi được nhiều từ quy trình làm việc.
- Có lương tháng 13 và nếu làm việc siêu hiệu quả thì lương tháng 14 hoặc hơn cũng có thể nhé (thông qua điểm hoàn thành công việc) . - Nếu làm khách hàng Nhật thì có thể tài liệu rất chi tiết nên tốn nhiều thời gian viết, ít thời gian code lại.
- Ăn trưa mất tiền (suất ăn hỗ trợ đầu năm 2019 là 17,000) tại nhân viên nhiều quá, miễn phí không nổi.
- Việc nhiều mà lương khá thấp cho Fresher, lại tăng chậm theo bậc lương nên hơi nản.
- Dự án mình làm thì ít được hướng dẫn cụ thể, chủ yếu đề cao tinh thần tự học nhưng đôi khi lại làm chậm tiến độ không cần thiết.
Chỉ khi làm thứ 7, CN mới tính là OT để trả lương. Còn ngày thường thì khó được thông qua lắm.",,,,
SA-221,"Công ty tốt . - đồng nghiệp tốt
- sếp tốt
- công việc cũng khá tốt . free OT
free task
free bug
chỉ làm thêm vào full thứ 7 và CN chứ không làm nhiều",,,,
SA-222,"Chế độ không tốt . Có nhà trẻ, bể bơi, sân bóng. Nhiều hoạt động tập thể. Đồng nghiệp thân thiện . PM khó tính, may thì vào dự án ngon. Ko thì cũng lận đận
Quản lý không quan tâm đời sống nhân viên
Đánh giá mang nhiều cảm tính, ko dựa trên công việc cụ thể đã làm
Không trả tiền OT, thay bằng ngày nghỉ, cắt suất ăn OT",,,,
SA-223,"Môi trường làm việc tốt, văn hóa công ty năng động. Thân thiện xuất sắc nha. . Không khí văn phòng thoải mái, cơ sở vật chất tiện ghi, HR năng nổ, team members thì dễ chịu nha
Thực ra mình chưa từng OT nhưng nghe nói có lương OT ok á :)) . maybe là có thêm nhiều event gather mọi ng lại hơn",,,,
SA-224,"Tinh thần startup, chế độ thì ""lâu năm"" . Nhân viên ăn mặc lịch sự và đẹp. Pantry đẹp. Thử việc hưởng 100% lương. . Công ty thì hở tí là đòi cắt thưởng nhân viên (đó là nếu có thưởng), đến việc nhân viên dùng ngày phép của họ quá 3 ngày trở lên cũng trừ thưởng. Không cam kết tháng 13. Luôn muốn nhân viên làm việc với tinh thần startup nhưng chế độ phúc lợi thì lỗi thời.
Nhân viên thì đấu đá chính trị rõ ràng, môi trường không lành mạnh.
Công ty đi trễ thì đòi trừ thưởng này nọ, còn làm thêm giờ thì không có khen thưởng hay gì cả đâu.",,,,
SA-225,"Môi trường làm việc tốt, hòa đồng . Văn phòng rộng rãi, đẹp. Sếp, nhân viên hòa đồng. . Pj H****** OT sấp mặt, OT rất nhiều, thâu đêm suốt sáng
Lương bèo.
OT hơn 4 tiếng mới được tính lương
Dự án của H****** OT rất nhiều",,,,
SA-226,"Trẻ trung và năng động và nhiệt huyết . Nhân viên trẻ mới ra trường, năng động và nhiệt huyết. Các MP đều trẻ và từ dev đi lên, nên dễ trao đổi với nhân viên.
Cty rất đa dạng về vùng miền như Thanh Hóa, Nghệ An, Hà Tỉnh, sau giờ làm việc hay giờ ăn trưa thường kể về quê của nhau. Cơ hội để hiểu hơn về nét đẹp văn hóa Việt Nam.
OT không có chế độ cụ thể rõ ràng. Cty cần cải thiện vấn đề này thêm. . Hiện tại công ty chỉ có check-in chưa có check-out, kèm với giờ làm việc chưa linh động. Nghị định 168 về giao thông ảnh hưởng rất lớn đến giao thông và đi làm của nhân viên. Nhiều khi tôi vào delay 15 phút và OT thêm 30p cũng bị trừ 0.5 ngày phép. Có báo cáo lại lý do là tuyến giữa trường con tôi và cty khá ùn tắc những cũng không được duyệt. Tôi gợi ý là nên có thêm check-out, và working hours trên 8h/day và 40h/week là không bị trừ ngày phép.",,,,
SA-227,"Công ty rất tốt . Môi trường năng động, vui vẻ
Có nhiều cơ hội để phát triển
Tuy phải đăng ký OT sớm nhưng chính sách OT tốt và đảm bảo công bằng . Đi làm thứ 7
Đôi khi scope dự án không được rõ ràng",,,,
SA-228,"môi trường làm việc ok . môi trường làm việc ok. đồng nghiệp thân thiện. công ty thỉnh thoảng có những course training cho nhân viên . OT không có lương. và trả 50% cho ngày nghỉ bù, 50% cho lương
OT thứ 7 được nửa ngày lương. lương nhìn chung vẫn còn thấp so với mặt bằng chung ngoài thị trường",,,,
SA-229,"Chưa có nơi làm việc nào mà tôi sợ ""lòng người"" đến như vậy . Văn phòng rộng, nhiều cơ sở, 1 cơ sở 1A, 1 cơ sở 1B, trên cùng 1 con phố thơ mộng,
Tôi chưa phải OT nhiều, nhưng mỗi lần OT thì tôi đều không được tính lương . Công ty cần giúp tôi có thể học hỏi được nhiều hơn, tôi mệt quá rồi.
Tôi k phải OT nhiều nên thôi, tạm cho hài lòng",,,,
SA-230,"Môi trường làm việc tương đối tốt. Đồng nghiệp thân thiện, vui vẻ, nhiệt tình. . Môi trường chuyên nghiệp, có các khóa training bổ ích cho các nhân viên mới, cũng như các khóa trainning để update các công nghệ mới hiện nay cho nhân viên. Manager quan tâm, giúp đỡ các bạn trong line. Harvey Nash không chỉ quan tâm đến nhân viên, mà còn quan tâm đến người thân của nhân viên. Harvey Nash đem lại những giá trị mà công ty đã cam kết đối với nhân viên của mình. . Các Developer trong công ty ít có cơ hội giao tiếp tiếng anh, vẫn còn một số cứng nhắc trong áp dụng quy trình váo các dự án.",,,,
SA-231,Môi trường làm việc chuyên nghiệp . Có không gian thoải mái để làm việc. Người làm việc nhiệt tình và chương trình đào tạo hay . NHân viên hay làm việc over time. Xa so với nhiều người,,,,
SA-232,"best work culture . Luxoft has a great work culture, and the management is supportive of its employees. They provide ample opportunities for personal and professional growth.
The company offers a good work-life balance, and employees have flexible working hours. They also provide remote work options, which is great for people who prefer to work from home.
Luxoft has a diverse team of talented professionals who work collaboratively to deliver high-quality services to clients. The company fosters a culture of inclusivity and promotes diversity.
The compensation and benefits packages offered by Luxoft are competitive and comprehensive. They also provide ample opportunities for bonuses and incentives.
ample opportunities for bonuses and incentives. Great work culture . The company fosters a culture of inclusivity and promotes diversity.",,,,
SA-233,"Tạm ổn cho sv mới ra trường . Thời gian linh hoạt, có thể chủ động sắp xếp thời gian . OT thường xuyên nhưng không có tiền phụ cấp
Công ty chưa có chính sách tốt để giữ nhân viên
Không có chế độ gì cho OT
Không có chế độ thưởng dự án (ngoài tháng 13)",,,,
SA-234,"Môi trường làm việc rất chuyên nghiệp . Môi trường làm việc tốt chuyên nghiệp, đồng nghiệp rất thân thiện,... . Chế độ đãi ngộ của công ty chưa tốt lắm. Nhưng cách làm việc thì rất là chuyên nghiệp.",,,,
SA-235,"Nhân viên dễ thương, thân thiện, hòa đồng, lên lương đều đều . - Chế độ lương thưởng rõ ràng
- Gần nhà
- Không bị ảnh hưởng của dịch
- Môi trường tốt, nhân viên thân thiện, support nhau
- Công ty luôn tạo điều kiện tốt để nhân viên phát triển . - Chưa có vấn đề gì cần cải thiện.
- Mở rộng thêm văn phòng để có thêm nhiều gương mặt mới.",,,,
SA-236,"Môi trường làm việc ok . Đồng nghiệp vui vẻ, công việc có thể học hỏi nhiều cho người mới nếu chăm chỉ
OT tạm được do đặc thù công việc, tuy nhiên cần xem xét từng phòng ban . cần có hoạt động gắn kết team, các giải cho từng trung tâm. Anh em hướng nội có thể thích điều này",,,,
SA-237,"Môi trường bình thường, thu nhập bình thường . Môi trường trẻ, thoải mái
Mọi người hoà đồng
Thiết bị khá hiện đại . OT nhiều
Bị cắt Khám sức khoẻ cho nhân viên
Cần tăng lương nhiều hơn
Không trả đầy đủ hoặc chỉ trả một phần. Chỉ được tính OT sau 7h",,,,
SA-238,"Review từ Người Cũ Từng Quen :D . - Văn phòng ok
- Pantry ok
- Company trip rất ok
- Lương tạm ổn
- Công ty thường order trà chiều khi có dự án mới
Không OT, nên cũng không có vấn đề gì để đánh giá. . - Nhân viên không có tiếng nói, Cấp quản lý chỉ quan tâm team lead dẫn đến quan liêu
- Không có hoạt động training kiến thức cho nhân viên mới
- Tinh thần support lẫn nhau tùy từng cá nhân [rất có thể bạn sẽ rơi vào 1 team rất rất mean-minded í]
- Kỹ năng quản lý của các manager yếu
- Văn phòng ở tầng cao quá",,,,
